Date,Open,High,Low,Close,Volume,CloseTime,QuoteAssetVolume,NumberofTrade,TakerbuybaseV,TakerbuyquoteV,Ignore
1620518400.0,3910.26000000,3983.65000000,3726.08000000,3923.95000000,1000401.00820000,1620604799999,3885039042.66370740,2289303,501191.98456000,1946904544.35834790,0
1620604800.0,3923.95000000,4208.00000000,3650.00000000,3945.88000000,1505897.92612000,1620691199999,6079977785.41138740,3033133,745235.17136000,3010349053.85757370,0
1620691200.0,3946.63000000,4180.22000000,3771.64000000,4173.45000000,1095927.10403000,1620777599999,4350260231.58878710,2290977,546195.67057000,2169036982.21856120,0
1620777600.0,4173.46000000,4372.72000000,3701.58000000,3823.21000000,1601842.74017000,1620863999999,6673102683.97424080,3188941,781569.68782000,3259590092.47307750,0
1620864000.0,3810.15000000,4034.77000000,3500.00000000,3717.91000000,2068708.17427000,1620950399999,7846531159.41968720,3943562,1019129.41961000,3869202428.61408120,0
1620950400.0,3717.92000000,4173.28000000,3691.35000000,4075.01000000,1153390.42631000,1621036799999,4569415542.24788800,2227244,589306.03131000,2332631768.07003270,0
1621036800.0,4075.02000000,4134.05000000,3632.00000000,3646.68000000,1039174.88082000,1621123199999,4030586492.96493760,2055345,498020.66776000,1932010797.35632840,0
1621123200.0,3646.24000000,3879.00000000,3343.06000000,3582.10000000,1324065.65875000,1621209599999,4788918304.49799650,2532983,633005.25035000,2292116232.82542330,0
1621209600.0,3581.81000000,3587.06000000,3102.00000000,3282.51000000,1904012.43998000,1621295999999,6401071580.73482600,2885352,933732.36068000,3143594982.02332910,0
1621296000.0,3282.25000000,3565.71000000,3240.00000000,3375.07000000,1287110.84143000,1621382399999,4392873871.82242700,2143887,648040.21083000,2211619486.73454610,0
1621382400.0,3375.08000000,3441.73000000,1888.00000000,2438.92000000,4309836.31939000,1621468799999,11641524166.98745910,5548968,2090952.35775000,5659752851.77794760,0
1621468800.0,2438.92000000,2990.05000000,2155.00000000,2768.62000000,2942777.93010000,1621555199999,7750201898.66744090,4243052,1465674.26337000,3868330692.80134180,0
1621555200.0,2767.87000000,2938.54000000,2101.00000000,2430.98000000,2727031.93514000,1621641599999,6898701128.84112870,3676164,1340165.22786000,3393349822.16471050,0
1621641600.0,2430.98000000,2485.00000000,2145.00000000,2294.87000000,1684318.01157000,1621727999999,3934313840.47072720,2484734,822180.46988000,1920309768.12387790,0
1621728000.0,2295.45000000,2381.57000000,1728.74000000,2096.39000000,2914548.73125000,1621814399999,5907260139.54496040,3761018,1410830.44221000,2862585215.17754130,0
1621814400.0,2096.63000000,2675.00000000,2079.94000000,2648.43000000,2186632.92245000,1621900799999,5180244966.72123050,3299296,1103328.42714000,2619744995.63767940,0
1621900800.0,2647.92000000,2750.00000000,2378.54000000,2705.11000000,2115349.50445000,1621987199999,5442737549.40125950,2976859,1050034.53412000,2703460213.34386700,0
1621987200.0,2705.10000000,2910.00000000,2643.00000000,2884.94000000,1583799.59251000,1622073599999,4416389128.58148030,2726537,786524.11588000,2193352742.23433530,0
1622073600.0,2884.82000000,2889.74000000,2633.68000000,2742.23000000,1099029.91206000,1622159999999,3033719144.34021290,1732113,540641.23243000,1493018236.97161750,0
1622160000.0,2742.23000000,2762.45000000,2327.38000000,2412.10000000,1554584.61362000,1622246399999,3934662309.04442250,2184249,763125.86389000,1931909198.76905150,0
1622246400.0,2412.34000000,2574.27000000,2204.10000000,2278.74000000,1379427.18851000,1622332799999,3288804154.83187110,1887733,681047.48538000,1625990815.62972840,0
1622332800.0,2278.74000000,2476.42000000,2180.53000000,2385.98000000,1151113.19883000,1622419199999,2726606138.63171710,1519005,577190.77662000,1368058965.08403240,0
1622419200.0,2385.82000000,2720.00000000,2271.44000000,2706.15000000,1307958.04068000,1622505599999,3277131772.13407020,1849177,661801.72603000,1660383324.59553620,0
1622505600.0,2706.15000000,2740.00000000,2523.74000000,2634.57000000,1179577.10806000,1622591999999,3081355010.95345160,1790186,575201.66943000,1503196035.62328500,0
1622592000.0,2634.31000000,2802.99000000,2550.00000000,2706.22000000,970070.53563000,1622678399999,2616566301.62878750,1349232,481481.72170000,1299176997.00391970,0
1622678400.0,2706.21000000,2891.95000000,2662.40000000,2857.25000000,1024290.89423000,1622764799999,2874856613.49024370,1620340,500895.12021000,1405843557.46235420,0
1622764800.0,2857.25000000,2860.00000000,2552.00000000,2689.51000000,1188314.11191000,1622851199999,3175186750.49087600,1775946,580744.67311000,1551953930.28723620,0
1622851200.0,2689.54000000,2816.87000000,2582.07000000,2601.73000000,812881.10439000,1622937599999,2189442494.56642840,1396047,413578.50875000,1113888741.96754690,0
